box_id,category,distance,volume,lidar_points,radar_points,fusion_points,lidar_density,radar_density,fusion_density
unknown,vehicle.car,160.00560396418834,13.638725887245789,0,0,0,0.0,0.0,0.0
unknown,static_object.traffic_sign,128.61450191826256,10.02181946829311,13,1,14,1.297169644806436,0.09978228036972586,1.396951925176162
unknown,static_object.traffic_sign,52.72183614654724,0.5828571163255197,2,0,2,3.431372705215493,0.0,3.431372705215493
unknown,vehicle.car,92.29574784307458,15.528596867473727,0,1,1,0.0,0.0643973186073627,0.0643973186073627
unknown,static_object.traffic_sign,111.93512007194359,92.26822243909575,0,2,2,0.0,0.021675935085019728,0.021675935085019728
unknown,static_object.traffic_sign,61.28318685106154,0.052528337078969596,5,1,6,95.18671783732927,19.037343567465854,114.22406140479514
unknown,static_object.traffic_sign,206.26241437128516,12.728098270002846,16,0,16,1.2570613190273885,0.0,1.2570613190273885
unknown,vehicle.motorcycle,34.434910967318004,5.807119931408324,0,1,1,0.0,0.1722024018466385,0.1722024018466385
unknown,vehicle.car,95.97585114843886,10.439161760053304,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,48.44464238520201,18.706043252154224,48,0,48,2.5660156641876806,0.0,2.5660156641876806
unknown,vehicle.car,11.863306365298904,13.891515510648823,1859,2,1861,133.82269188519754,0.14397277233480102,133.96666465753233
unknown,vehicle.car,202.15675780903604,10.270094895723338,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,126.50571039513954,12.87194603312794,0,0,0,0.0,0.0,0.0
unknown,static_object.traffic_sign,107.35754588093421,0.9673137237234684,15,0,15,15.506861561170343,0.0,15.506861561170343
unknown,static_object.traffic_sign,45.03234549832029,0.6144881903572574,17,0,17,27.665299784063166,0.0,27.665299784063166
unknown,static_object.traffic_sign,88.38996418911123,1.3389224785539524,23,0,23,17.177992279911674,0.0,17.177992279911674
unknown,vehicle.truck,137.1619173151271,74.28553530064401,29,3,32,0.3903855559851985,0.04038471268812398,0.4307702686733224
unknown,vehicle.car,136.09266927308815,11.15845537435149,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,85.5374855097619,12.594583308031712,0,0,0,0.0,0.0,0.0
unknown,static_object.traffic_sign,68.79250866035567,0.8173596463744758,7,0,7,8.564161481484405,0.0,8.564161481484405
unknown,static_object.traffic_sign,114.28746912636507,8.621322318816969,13,0,13,1.507889337535391,0.0,1.507889337535391
unknown,vehicle.truck,57.46548272283179,263.3621824987568,5,3,8,0.01898526186470832,0.01139115711882499,0.03037641898353331
unknown,vehicle.trailer,143.73934079130285,169.74167181246642,19,3,22,0.11193479949338271,0.01767391570948148,0.12960871520286418
unknown,vehicle.car,173.27097050741412,10.711669668259312,0,2,2,0.0,0.18671225513295797,0.18671225513295797
unknown,vehicle.car,162.29568165849895,13.6823925471898,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,48.44646202202692,11.544400140753089,7,1,8,0.6063545887749661,0.08662208411070944,0.6929766728856755
unknown,vehicle.car,58.10456329796207,14.22783913380933,57,2,59,4.006230283033777,0.14056948361522026,4.146799766648997
unknown,static_object.traffic_sign,40.6566404733522,1.1078990139422853,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,103.69330948981982,19.94219858353737,1,0,1,0.05014492237709022,0.0,0.05014492237709022
unknown,vehicle.car,64.00086004915603,12.760035920234985,15,0,15,1.1755452801048043,0.0,1.1755452801048043
unknown,static_object.traffic_sign,133.4908524261819,0.5959544362776331,9,0,9,15.101825663408995,0.0,15.101825663408995
