X,Y,Z,R,G,B
1.325822611217327,-1.2062028726346492,2.0408298216322267,1.0,0.0,0.0
0.8800931185482979,-2.883756745766946,0.950969024535619,1.0,0.0,0.0
-0.011247072826056304,-1.1322950811958374,2.0408053419044703,1.0,0.0,0.0
4.849936254517442,-6.8569612689494175,1.2218836940951423,1.0,0.0,0.0
0.8309794499559953,-5.536572260520266,0.32704821902748793,1.0,0.0,0.0
-1.0399231817468095,-5.552754001348267,0.35641855373195064,1.0,0.0,0.0
-2.5656588685356505,-0.5992409512210537,1.4694151372895607,1.0,0.0,0.0
-1.4843646044426837,-5.6675529060021335,0.43753756793255794,1.0,0.0,0.0
-2.5610788202919457,-5.644137710940834,0.4259611308434368,1.0,0.0,0.0
-2.528390581210779,-5.755094293700882,0.50134630215882,1.0,0.0,0.0
-2.9523636815860854,-5.735004240593615,0.4073628026590772,1.0,0.0,0.0
4.573407432689213,-10.659900904923093,0.06675207169099573,1.0,0.0,0.0
-2.548527805226869,-6.2801326743190025,-1.338950257204318,1.0,0.0,0.0
-3.6184291783455187,-5.235075338205878,0.06024362754151458,1.0,0.0,0.0
-3.53391829930095,-5.856993123364202,0.567609762316825,1.0,0.0,0.0
-4.233822025668571,-4.885166912903182,0.02883943903692443,1.0,0.0,0.0
-3.930260571999437,-5.86342857810016,0.5296008942937371,1.0,0.0,0.0
-4.1265067343014525,-5.635080449529913,0.4416794455336319,1.0,0.0,0.0
-4.253982579154645,-5.803651988454285,0.5095185985939796,1.0,0.0,0.0
-4.644071182056562,-5.510509940196717,0.38889099960015594,1.0,0.0,0.0
-4.765730186282667,-5.097222120961213,0.10793787781501352,1.0,0.0,0.0
-5.10714816316516,-5.219976236455134,0.1219811390490737,1.0,0.0,0.0
4.170179355501771,-12.252004603638108,0.36080091285488214,1.0,0.0,0.0
4.101565254151638,-12.271711013427579,0.3772534324907313,1.0,0.0,0.0
-6.134007601038956,-2.8894573073277012,0.7239860745344042,1.0,0.0,0.0
-5.76988590415095,-5.527750670989172,0.3702850786254175,1.0,0.0,0.0
-6.054144562114843,-5.512867739647209,0.4453065076030307,1.0,0.0,0.0
-7.047017621388434,-2.6635056198788547,0.963926144513575,1.0,0.0,0.0
1.3472050026574736,-12.94740327787619,-0.10603644728472617,1.0,0.0,0.0
-6.606813142861174,-5.200769624498979,0.20336352050588058,1.0,0.0,0.0
-7.162788366926714,-5.12905939460993,0.132660753461054,1.0,0.0,0.0
-8.194614856814487,-2.6730966066375323,0.7853373863532553,1.0,0.0,0.0
-7.805012383756139,-5.50209736900117,0.4240327022484984,1.0,0.0,0.0
-1.924100202442525,-13.055403612808064,-0.1373003417002674,1.0,0.0,0.0
-8.151340999320226,-5.4426902393666445,0.5141700081484843,1.0,0.0,0.0
-8.821796002954287,-5.30044825699609,0.27083189896278803,1.0,0.0,0.0
-9.212288156438925,-5.625921540493599,0.5781787999953576,1.0,0.0,0.0
-10.104831034810633,-2.5384702302900433,0.7877853143052971,1.0,0.0,0.0
-6.13819878990545,-11.567375244032988,0.04863309993935738,1.0,0.0,0.0
-4.7199503967616145,-12.888105089122522,-0.28897954029849915,1.0,0.0,0.0
-9.667058391501964,-5.321568628756316,0.3783193468088719,1.0,0.0,0.0
-10.804634167645704,-1.3130086107128394,0.7832754747520978,1.0,0.0,0.0
-10.962623028319339,-0.11313878589355819,0.9839004400875035,1.0,0.0,0.0
-10.699365560562788,-5.222942545174021,0.3354415617703026,1.0,0.0,0.0
-5.5416445570799375,-13.62889065887105,-0.4216951540759104,1.0,0.0,0.0
-12.140058485016208,-2.912884845511692,0.7452527797165092,1.0,0.0,0.0
