X,Y,Z,R,G,B
4.796073725402476,-6.6695614240112135,0.6930258783203185,1.0,0.0,0.0
3.1606237263857726,-7.759401296345234,2.134102576785248,1.0,0.0,0.0
2.978282926191613,-7.895563755804538,2.1811676951468395,1.0,0.0,0.0
2.8398538199071273,-7.975864957845775,2.13921519434806,1.0,0.0,0.0
1.766369328838886,-10.125807531176324,1.347871353781601,1.0,0.0,0.0
-3.093206555834934,-6.939784447527698,0.10294361368928828,1.0,0.0,0.0
-4.44201312588228,-6.641037108702678,3.683508969792659,1.0,0.0,0.0
-4.321959518206079,-6.864529717032136,0.17791264733765422,1.0,0.0,0.0
0.7769626086729522,-11.626897270763935,0.9404271913839297,1.0,0.0,0.0
-4.499049850945163,-6.938030098469313,0.13128352525111353,1.0,0.0,0.0
-5.350749466299916,-6.583454232841761,3.9493510812504606,1.0,0.0,0.0
-0.2846282625044596,-13.458057251660064,4.292320843559821,1.0,0.0,0.0
-0.42751637790595876,-13.532791176225459,4.354964869433202,1.0,0.0,0.0
-4.107498574812274,-13.037661512417825,0.0888951643821212,1.0,0.0,0.0
-4.663799921344193,-13.246330044087683,0.20094549955042873,1.0,0.0,0.0
-9.5984126363521,-6.537392399505806,0.7449139367139128,1.0,0.0,0.0
1.2202296241960346,-16.723834202751508,2.624245401814263,1.0,0.0,0.0
-1.3917942591800516,-15.843748329075238,2.6760166097006777,1.0,0.0,0.0
0.11590786808539466,-16.497820861139303,1.5820154851041208,1.0,0.0,0.0
-1.4820013731611992,-15.874683575619429,2.6817266455270277,1.0,0.0,0.0
-3.177396571388128,-15.474572510911152,1.3235585787776216,1.0,0.0,0.0
-8.028390028374869,-11.896018512668721,-0.046972572420283853,1.0,0.0,0.0
-1.7541886234137918,-16.605852420662373,-1.3595105275682084,1.0,0.0,0.0
-2.0750388971012184,-16.868629439110528,2.3718897639680927,1.0,0.0,0.0
-11.71769014996033,-6.8959940239777495,3.3894267125257853,1.0,0.0,0.0
-4.311399741125115,-16.43206930131533,2.0824499233783618,1.0,0.0,0.0
-9.287785004088967,-12.227110052667344,0.13205091475341568,1.0,0.0,0.0
-8.627592929430428,-13.030812873181896,0.023595188756846408,1.0,0.0,0.0
-6.563580097481266,-15.27561996458215,1.4779374919695343,1.0,0.0,0.0
-2.636890995037625,-17.77871427711829,3.266606216040747,1.0,0.0,0.0
-9.257643745959621,-13.080321227739294,0.23815254082207615,1.0,0.0,0.0
-3.0200686208317826,-18.46319664610234,3.882991349096322,1.0,0.0,0.0
-2.4530074904208323,-18.819081237261823,3.4823951673284186,1.0,0.0,0.0
-6.826924704354562,-16.40103008005343,2.106775948917694,1.0,0.0,0.0
-13.51576862871648,-6.615375036943411,1.0545346205842532,1.0,0.0,0.0
-7.205177674371525,-16.37368075564372,2.305300640836155,1.0,0.0,0.0
-3.431349671465652,-18.72521458276381,3.733937681850085,1.0,0.0,0.0
-2.4242479854439907,-19.237063187691085,3.9206831890950977,1.0,0.0,0.0
-6.809509884593242,-16.84014841773794,2.5577456352581907,1.0,0.0,0.0
-9.741848925402495,-14.176835148209266,0.7396658756406349,1.0,0.0,0.0
-6.848734654204273,-16.946785507389013,2.742591293992569,1.0,0.0,0.0
-8.441570089102015,-15.665832620432385,1.839908441562174,1.0,0.0,0.0
-5.697281285003356,-18.031620716004856,3.2891452907490306,1.0,0.0,0.0
-2.9449739417970404,-19.49945972245363,4.3335935729508686,1.0,0.0,0.0
-9.063723409367684,-15.72180311656919,1.9177171480908843,1.0,0.0,0.0
-2.7596341871382526,-19.803251300087386,4.461807881700327,1.0,0.0,0.0
-8.90786482089718,-16.23625864251373,2.0325508253001754,1.0,0.0,0.0
-8.125882732027499,-16.991248088881367,2.863818714318446,1.0,0.0,0.0
-8.697805066394395,-16.609635475083415,2.445173844829713,1.0,0.0,0.0
-8.652639020597285,-16.710700984950847,2.5272611880145903,1.0,0.0,0.0
-8.52718231343201,-16.823530699678468,2.627895517204295,1.0,0.0,0.0
-10.19581666289558,-15.39075839931122,1.4996789658799596,1.0,0.0,0.0
-7.397989836379207,-18.14557786305023,3.634059675404271,1.0,0.0,0.0
-7.58073753645901,-18.130571719552325,3.2611627327711052,1.0,0.0,0.0
-10.598076324790247,-15.469533478700093,1.6008018526121477,1.0,0.0,0.0
-10.055041013819858,-16.21409928875865,2.220379228288505,1.0,0.0,0.0
-10.310074426488894,-16.045411734740625,2.067289654283025,1.0,0.0,0.0
-9.851790090991168,-16.520455513451928,2.3789048643036863,1.0,0.0,0.0
-10.681827141286972,-15.68407435307692,1.9183408151397612,1.0,0.0,0.0
-15.748986556831372,-6.7299936114153756,0.47346369224966267,1.0,0.0,0.0
-12.125233648229283,-14.428057471830932,0.9019164025671575,1.0,0.0,0.0
-8.010682599052059,-18.64119206335331,3.8416441119968385,1.0,0.0,0.0
-8.874004926554385,-18.11704782373547,3.532369773706361,1.0,0.0,0.0
-13.495889365439243,-13.884464826431097,0.420750873715833,1.0,0.0,0.0
-10.502969491533738,-17.51574987884358,3.120452898394851,1.0,0.0,0.0
-8.47631466168463,-19.32672681922529,4.303163742019477,1.0,0.0,0.0
