X,Y,Z,R,G,B
1.3263702547727965,-1.203378106220757,2.0243062952320208,1.0,0.0,0.0
-0.034628622030568046,-1.1373134229426147,1.9905102229027716,1.0,0.0,0.0
4.818690566636929,-6.91684313775731,1.2010020008246614,1.0,0.0,0.0
1.896428117637063,-5.735902432539136,0.2896486198308761,1.0,0.0,0.0
5.456949374438661,-7.3165099325793665,0.9624847004315227,1.0,0.0,0.0
-1.380649911074462,-1.0568476437533085,1.9145599810929552,1.0,0.0,0.0
0.19684631009547893,-6.538682258573229,4.010872199461684,1.0,0.0,0.0
-0.9539482117362423,-5.6662313598950655,0.33561454828563675,1.0,0.0,0.0
-2.6270315067596046,-0.6360130433296083,1.4372357828047573,1.0,0.0,0.0
-1.7253843754706546,-5.2232503405453965,0.04038745352995443,1.0,0.0,0.0
-2.7755912193668095,-3.0491976857861713,0.6525289711180304,1.0,0.0,0.0
-1.867747713073518,-5.560328834971641,0.3440782161568108,1.0,0.0,0.0
-2.0875487885180704,-5.4718547154363595,0.3359876741100434,1.0,0.0,0.0
-2.1837182970012945,-5.553446802213343,0.3354334104965808,1.0,0.0,0.0
-3.7404123457986724,-2.8076504026181315,0.963897478170777,1.0,0.0,0.0
-4.81229854807321,-3.0997450879403545,0.603005198254718,1.0,0.0,0.0
-5.036646468250778,-1.208653635083931,0.9661869809416797,1.0,0.0,0.0
-4.1460532418097,-5.604624494771902,0.4351781350969923,1.0,0.0,0.0
-4.249701219651511,-5.308543961833875,0.17013702141474152,1.0,0.0,0.0
3.2552135167644325,-11.629813200428107,0.030223568684199842,1.0,0.0,0.0
-5.56122370273113,0.19460641727373784,1.206356871328826,1.0,0.0,0.0
-5.05871810261899,-5.597748245678607,0.5241481927346481,1.0,0.0,0.0
3.7215108381735966,-12.175522593994048,-0.1919344297845491,1.0,0.0,0.0
-5.269705569024328,-5.186654062008144,0.10350353718082594,1.0,0.0,0.0
4.067209901689566,-12.354355592917523,0.21222532637326363,1.0,0.0,0.0
-5.883613663275575,-3.690399558916557,-0.050229960762505854,1.0,0.0,0.0
-5.840016736027357,-5.177313078182824,0.04325568095978616,1.0,0.0,0.0
-6.7516314507107875,-2.9957200056562256,0.7260623226227898,1.0,0.0,0.0
-6.121360937011078,-5.67068851616365,0.5501354385117998,1.0,0.0,0.0
-6.211082357630616,-5.519561870959401,0.4957738694932363,1.0,0.0,0.0
3.552876287430786,-13.34375689202574,0.02672342120491278,1.0,0.0,0.0
-6.516305346547355,-5.368569499754546,0.3205031800389566,1.0,0.0,0.0
-7.34027227819978,-3.314525846628948,0.16883172895154774,1.0,0.0,0.0
-7.0475862393085436,-4.892053344099322,-0.028873655299087808,1.0,0.0,0.0
-7.825804078961976,-5.748479214275495,0.5919019685076701,1.0,0.0,0.0
-1.8809879203064384,-13.086205507964934,-0.26699464888050795,1.0,0.0,0.0
-8.193139983969992,-5.463283188984803,0.309747832959159,1.0,0.0,0.0
-8.9449186040773,-4.562765319779713,0.4993527209875468,1.0,0.0,0.0
-8.93407317266988,-5.656829533475207,0.5066006140626655,1.0,0.0,0.0
-9.202577030137553,-5.002409345709707,0.08554522658131747,1.0,0.0,0.0
-4.661709396655738,-13.057462416712065,-0.3351040089177255,1.0,0.0,0.0
-9.86361246255589,-5.5264944941272285,0.4336567968957068,1.0,0.0,0.0
-10.744092767429398,-1.3192448361914388,0.670346207429656,1.0,0.0,0.0
-10.825589093807853,-2.7791769164663496,0.7142588440768312,1.0,0.0,0.0
-12.10602385083764,-2.3661736600624703,0.07541189602909659,1.0,0.0,0.0
-12.195824004009868,-5.463040866771075,0.1793304936800031,1.0,0.0,0.0
-12.821491628663807,-2.975107662701377,4.183570874625232,1.0,0.0,0.0
-12.520377965416348,-5.281007627528976,0.1330887350044716,1.0,0.0,0.0
-13.179511342058372,-2.2033611855094954,0.09673957149314316,1.0,0.0,0.0
-10.759423836911477,-13.019821190592923,-0.3614713330614219,1.0,0.0,0.0
-14.802969059589412,0.36551855716739223,0.8025646589025064,1.0,0.0,0.0
-14.731052475427436,-5.2263723522483385,0.16509716981799683,1.0,0.0,0.0
-16.124369144644078,-5.605273438748965,0.5132845342719761,1.0,0.0,0.0
-16.84382110443478,-2.7206008205938303,0.8471503992974174,1.0,0.0,0.0
-17.177564001353584,-5.2109370029349655,0.31294368075786005,1.0,0.0,0.0
-18.755490411418076,-2.810251957092147,0.4303737701754309,1.0,0.0,0.0
-18.55890600849121,-5.641497922972992,0.620231610419749,1.0,0.0,0.0
-19.589060636951665,-4.891930038881699,0.15309270056448931,1.0,0.0,0.0
-20.927177552123148,-2.67715708784743,0.8630239926436127,1.0,0.0,0.0
-22.78822078803858,-2.9212662829967035,0.8976313767746069,1.0,0.0,0.0
-23.195359556189484,-4.8387709437174,0.020099940069768785,1.0,0.0,0.0
-24.407792621088447,-5.580119256275513,0.5044233849724999,1.0,0.0,0.0
-24.82178028582866,-2.598467009009488,0.8868088595465542,1.0,0.0,0.0
-24.581011686801748,-5.381786606454469,0.44004111682579783,1.0,0.0,0.0
-26.782336638080114,-2.803386144656674,0.8815025651601358,1.0,0.0,0.0
-27.162453309252527,-5.491310360799458,0.6059440979619175,1.0,0.0,0.0
-28.380461870152267,-5.1178379602190756,0.3278269157961924,1.0,0.0,0.0
-28.397539322732698,-5.268749335760703,0.3766053388051387,1.0,0.0,0.0
-28.695524065676544,-2.6668581581232127,0.6849596196629788,1.0,0.0,0.0
-30.873841032017836,-1.788218886934127,0.5144247370613724,1.0,0.0,0.0
0.6796423613823404,-38.219488224434166,0.0821332656953151,1.0,0.0,0.0
-2.2356500338586214,-37.920839911167604,0.12443624139423326,1.0,0.0,0.0
-6.051310773778111,-37.003148729389785,0.17522145082146645,1.0,0.0,0.0
2.670122393587585,-38.747047455522875,0.09838712754190948,1.0,0.0,0.0
-7.123230202243068,-36.89108355116856,0.18946288691420077,1.0,0.0,0.0
-9.253644181478759,-36.295412170234584,0.18932037270916302,1.0,0.0,0.0
-32.82364561317002,-3.038905777620133,0.9754948962632135,1.0,0.0,0.0
-32.88285958650732,-0.43479622870961454,0.0883055996696318,1.0,0.0,0.0
-11.605709543557055,-36.06156002855069,0.18660506885488548,1.0,0.0,0.0
-34.8026080274845,-2.88126730572794,0.8439329798764961,1.0,0.0,0.0
-0.9702354810899223,-41.36424331499224,0.4032904574629763,1.0,0.0,0.0
