X,Y,Z,R,G,B
4.482955070873783,-5.706237277329093,0.05500175783420702,1.0,0.0,0.0
4.4014693254402255,-5.711114325584727,0.0667082799595704,1.0,0.0,0.0
4.657898896469941,-5.752620848184308,0.045371059958790205,1.0,0.0,0.0
4.851282881620902,-5.8055704526387055,0.03522009813845339,1.0,0.0,0.0
4.04976066623249,-5.753286296809877,0.03032594901574881,1.0,0.0,0.0
3.3032208527790337,-5.750544751682927,0.07800829803129061,1.0,0.0,0.0
-0.5585596852036794,-1.323015047305742,3.3167333446690934,1.0,0.0,0.0
-1.6693010347640662,-1.363804732608092,1.164950391373307,1.0,0.0,0.0
-1.3289858485717874,-1.3694065060999505,4.521186122323957,1.0,0.0,0.0
0.6957576610027889,-7.182824191762534,0.30315136254580555,1.0,0.0,0.0
3.8168464389649275,-9.040043534825148,2.2456959400259997,1.0,0.0,0.0
-1.3643989362175377,-5.889611474307417,0.13431553321905088,1.0,0.0,0.0
-3.396406871264574,-6.007700686898231,0.23800662788098648,1.0,0.0,0.0
-4.732378279492119,-1.4892402267929632,1.0023055748936252,1.0,0.0,0.0
-3.7944151609578025,-6.255201854291043,0.22614099159300927,1.0,0.0,0.0
-2.327018323201317,-8.46890736007942,3.910225058654594,1.0,0.0,0.0
-5.23624257756782,-5.902547346227436,0.11674109193863447,1.0,0.0,0.0
-5.995022029251276,-5.916316206685877,0.08606464997483876,1.0,0.0,0.0
-6.128460203391301,-5.891715339970957,0.13854360426858525,1.0,0.0,0.0
-2.645394519867412,-11.556396076099064,0.7657535837027092,1.0,0.0,0.0
-2.544637074064367,-11.739659051829499,0.6403504211131974,1.0,0.0,0.0
-2.321516685753336,-11.91526960106091,0.5391668026809291,1.0,0.0,0.0
-2.957170268378233,-11.509182091098333,0.7463837846009682,1.0,0.0,0.0
-3.102730867689619,-11.595601848129252,0.6720622732334975,1.0,0.0,0.0
-2.715654633413987,-12.270709330001838,0.6497809661372402,1.0,0.0,0.0
-2.3418221097469694,-12.568574486375022,0.9539707617873887,1.0,0.0,0.0
-2.5218992172532895,-12.586533893852858,0.52799078712808,1.0,0.0,0.0
-6.649470322917377,-8.657896929612171,3.4679544372634434,1.0,0.0,0.0
7.399426527832707,-14.955817166000767,0.12516264317159576,1.0,0.0,0.0
-7.9896383881048525,-7.151384113992001,3.884013610399609,1.0,0.0,0.0
-10.55194550895599,-2.0141098740281382,1.1738785633522122,1.0,0.0,0.0
-8.424466832088376,-9.350651368496841,2.30196955235513,1.0,0.0,0.0
