box_id,category,distance,volume,lidar_points,radar_points,fusion_points,lidar_density,radar_density,fusion_density
unknown,vehicle.car,43.00098933935788,10.015118249023299,10,0,10,0.9984904572619726,0.0,0.9984904572619726
unknown,vehicle.bicycle,22.181770096380934,2.6243466101641197,450,5,455,171.4712524089408,1.9052361378771203,173.37648854681794
unknown,static_object.traffic_sign,63.38939289742449,0.850255407406041,8,0,8,9.408937514912605,0.0,9.408937514912605
unknown,vehicle.car,27.30694264290705,11.7081334210567,60,2,62,5.124642660126501,0.17082142200421668,5.295464082130717
unknown,static_object.traffic_sign,64.70554220769954,0.15957636873084394,4,0,4,25.06636810834294,0.0,25.06636810834294
unknown,vehicle.car,54.11383869224041,33.68442545774929,54,2,56,1.6031147708822504,0.059374621143787054,1.6624893920260375
unknown,vehicle.bus.rigid,66.0781816310053,167.67372007065666,38,2,40,0.2266306251449961,0.011927927639210321,0.23855855278420643
unknown,vehicle.bus.rigid,59.67846301308663,164.46757584392617,98,5,103,0.5958621296455326,0.030401129063547583,0.6262632587090802
unknown,human.pedestrian.adult,73.81042210813008,1.5736500053087175,10,0,10,6.354653173364434,0.0,6.354653173364434
unknown,vehicle.car,13.702165093582927,11.153028252496181,1206,8,1214,108.13206715674578,0.7172939778225258,108.8493611345683
unknown,human.pedestrian.adult,76.5454886386446,0.9685881923375774,14,0,14,14.45402711983572,0.0,14.45402711983572
unknown,vehicle.car,33.95883585743424,12.26982110908271,42,1,43,3.4230327913183336,0.08150078074567461,3.5045335720640085
unknown,human.pedestrian.adult,21.15522244232683,1.1767554838880634,67,1,68,56.936212252547485,0.8497942127245893,57.786006465272074
unknown,vehicle.car,30.40934716436161,9.40289296391463,9,1,10,0.9571522333115131,0.10635024814572368,1.0635024814572367
unknown,vehicle.ego_trailer,4.646838080347498,139.8637585113493,3159,4,3163,22.58626561750564,0.028599260041159404,22.614864877546797
unknown,static_object.traffic_sign,34.85771830364971,0.478222625263147,67,1,68,140.10211240660675,2.09107630457622,142.19318871118298
unknown,static_object.traffic_sign,13.040703782682955,0.873008472293343,62,0,62,71.01878385799576,0.0,71.01878385799576
unknown,human.pedestrian.adult,45.026873890772315,0.9410789993254453,48,0,48,51.00528227110142,0.0,51.00528227110142
unknown,static_object.traffic_sign,21.48795534588191,0.6540633658768555,128,0,128,195.6996931457851,0.0,195.6996931457851
unknown,vehicle.car,17.633156362065684,12.941857642152025,2136,7,2143,165.04585810332074,0.5408806211251147,165.58673872444584
unknown,static_object.traffic_sign,31.535063939628117,0.5540973534536253,20,0,20,36.09474016676364,0.0,36.09474016676364
unknown,vehicle.truck,86.50594952770746,64.14905976599314,56,9,65,0.8729668089334468,0.14029823715001824,1.0132650460834651
unknown,human.pedestrian.adult,43.41030787046373,0.7749580353750366,16,0,16,20.64627924305203,0.0,20.64627924305203
unknown,vehicle.car,90.39769962402171,14.533648211089734,3,2,5,0.20641754612657298,0.1376116974177153,0.3440292435442883
unknown,static_object.traffic_sign,31.384148757420096,0.09722907446511621,83,0,83,853.6541199904016,0.0,853.6541199904016
unknown,vehicle.car,47.45678446004073,14.600884217889503,2,0,2,0.13697800558883494,0.0,0.13697800558883494
unknown,static_object.traffic_sign,44.70372704371703,0.36589808300236726,21,1,22,57.39303094371264,2.7330014735101256,60.12603241722277
unknown,human.pedestrian.adult,75.72816556187121,1.5565118607135344,19,0,19,12.206781380573638,0.0,12.206781380573638
unknown,static_object.traffic_sign,26.665623980336438,0.06768903094290234,99,0,99,1462.5707979703443,0.0,1462.5707979703443
unknown,vehicle.car,46.5020728593144,12.092279041066256,13,0,13,1.0750661604690943,0.0,1.0750661604690943
unknown,vehicle.truck,89.32685074041665,61.608659526961475,94,12,106,1.525759539677426,0.19477781357584162,1.7205373532532675
unknown,vehicle.bus.rigid,54.579531703038384,110.30526053276317,6,3,9,0.054394504586822164,0.027197252293411082,0.08159175688023325
unknown,vehicle.car,101.43556435783114,16.573714450848453,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,33.48292025751675,9.23996490231993,47,2,49,5.086599407774747,0.21645103862871262,5.30305044640346
unknown,vehicle.car,27.27760958277292,14.905276784911054,307,1,308,20.596732582033162,0.06709033414343049,20.663822916176592
unknown,human.pedestrian.adult,42.00272699323611,0.8719818927308483,99,1,100,113.53446765959164,1.1468128046423398,114.68128046423398
