box_id,category,distance,volume,lidar_points,radar_points,fusion_points,lidar_density,radar_density,fusion_density
unknown,vehicle.car,4.004391052586432,17.083812012406185,3598,0,3598,210.6087328394359,0.0,210.6087328394359
unknown,static_object.traffic_sign,157.9944928979135,1.217700675054329,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,23.987374152571334,10.920282588682953,434,2,436,39.74256128222986,0.1831454436969118,39.92570672592677
unknown,vehicle.car,109.40047137680308,13.097025724254467,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,131.55830735193084,12.093216904852401,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,110.2207581939523,7.111194154979826,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,158.5113752350992,14.004674014197333,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,105.89039011127747,12.317749373679268,0,2,2,0.0,0.1623673237152906,0.1623673237152906
unknown,vehicle.car,146.17408231178504,13.730608549354361,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,114.82800476688531,12.75782519073986,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,171.10858118097389,14.02751293262789,0,0,0,0.0,0.0,0.0
unknown,vehicle.ego_trailer,5.196969827291521,128.4590966865806,1412,2,1414,10.991825697210462,0.015569158211346263,11.007394855421808
unknown,vehicle.truck,101.67092315500949,246.98356828471373,1,3,4,0.004048852346514146,0.012146557039542438,0.016195409386056583
unknown,vehicle.car,130.18697652409202,13.06929726126657,0,0,0,0.0,0.0,0.0
unknown,vehicle.trailer,52.01674958258732,94.06802872385876,4,0,4,0.042522417597823735,0.0,0.042522417597823735
unknown,vehicle.truck,85.8693037464328,62.31606209580058,73,1,74,1.1714475777974327,0.016047227093115516,1.1874948048905483
unknown,vehicle.car,81.92699164340623,11.566997987040804,0,0,0,0.0,0.0,0.0
unknown,static_object.traffic_sign,198.91764760294694,2.525819999528553,2,0,2,0.7918220618940788,0.0,0.7918220618940788
unknown,vehicle.truck,37.250184985912156,145.91960914964352,574,2,576,3.9336728171424262,0.01370617706321403,3.9473789942056405
unknown,vehicle.car,51.539141238603534,13.193363852911864,40,1,41,3.031827246329732,0.0757956811582433,3.1076229274879754
unknown,vehicle.car,133.32524395964427,13.181761928343734,1,1,2,0.07586239270865426,0.07586239270865426,0.15172478541730852
unknown,vehicle.car,60.541298899785744,14.303142029627649,1,2,3,0.06991470810599458,0.13982941621198916,0.20974412431798375
unknown,vehicle.car,59.452831440885646,27.383804394665933,91,0,91,3.3231321217633956,0.0,3.3231321217633956
unknown,vehicle.car,101.22108020878863,7.337540568152375,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,59.287362565850216,11.459812915341944,5,0,5,0.43630729724271483,0.0,0.43630729724271483
unknown,vehicle.car,55.47435750419322,14.184332555152366,1,0,1,0.0705003211192166,0.0,0.0705003211192166
unknown,vehicle.car,41.30932651367578,12.357654046324987,92,0,92,7.444778730260673,0.0,7.444778730260673
unknown,vehicle.car,78.83265287909995,8.027849969843318,2,0,2,0.2491327077004448,0.0,0.2491327077004448
unknown,vehicle.truck,42.97574429910837,98.17094196572678,11,0,11,0.11204944945766432,0.0,0.11204944945766432
unknown,static_object.traffic_sign,152.04963266131014,0.4165785215867701,2,0,2,4.801015646178521,0.0,4.801015646178521
unknown,vehicle.car,14.60735237675617,12.099925198517308,1198,2,1200,99.00887652981521,0.1652902780130471,99.17416680782826
unknown,vehicle.car,69.52337008857272,9.902977548731414,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,121.42676318833567,12.874728632489724,0,1,1,0.0,0.07767154000251882,0.07767154000251882
unknown,vehicle.truck,42.057720383281314,101.20698098563373,142,3,145,1.4030652689872927,0.02964222399268928,1.432707492979982
unknown,vehicle.trailer,57.236671622502634,88.48127109880238,177,3,180,2.0004233415945554,0.03390548036600941,2.0343288219605644
unknown,vehicle.car,206.53465150426254,19.49875989433636,0,0,0,0.0,0.0,0.0
unknown,vehicle.truck,58.962708445918715,56.26504990945125,172,6,178,3.0569598761007746,0.10663813521281773,3.1635980113135926
unknown,vehicle.car,119.40885001868901,12.905446786714567,0,1,1,0.0,0.07748666253302008,0.07748666253302008
unknown,vehicle.car,84.18541002417277,14.90768548203914,48,1,49,3.2198157157145997,0.06707949407738749,3.2868952097919872
unknown,vehicle.truck,35.80275331441894,55.65697959657953,500,4,504,8.983599247105534,0.07186879397684427,9.05546804108238
unknown,vehicle.car,145.23075012330034,13.3073364337541,1,1,2,0.0751465182366245,0.0751465182366245,0.150293036473249
unknown,vehicle.car,96.4756359554117,17.266865097887546,0,1,1,0.0,0.05791439235384664,0.05791439235384664
unknown,vehicle.trailer,59.58606864094806,26.21309930026361,118,5,123,4.501566131053162,0.19074432758699836,4.69231045864016
unknown,vehicle.car,91.14471159682847,10.541543721668532,1,0,1,0.09486276644135745,0.0,0.09486276644135745
unknown,vehicle.truck,218.21909726260628,57.96960050349004,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,96.03145218521878,11.916103312133137,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,92.74522842031507,29.853712652756563,0,0,0,0.0,0.0,0.0
unknown,static_object.traffic_sign,80.82437917453709,39.32696598767375,8,0,8,0.20342276092458897,0.0,0.20342276092458897
unknown,vehicle.truck,56.226984227537,97.37437300610928,404,3,407,4.1489355723466685,0.030808927517425755,4.1797444998640945
unknown,vehicle.trailer,45.98440436557325,216.27397279690234,28,1,29,0.12946541665600292,0.004623764880571532,0.13408918153657443
unknown,vehicle.car,108.7402346530784,6.156826172765684,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,76.67714590896371,7.179970454975602,0,0,0,0.0,0.0,0.0
unknown,vehicle.construction,39.7745721376573,101.3687300101567,1219,7,1226,12.02540467733848,0.0690548258747903,12.09445950321327
unknown,vehicle.car,130.48080512266833,11.885932909486154,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,43.93295042061409,8.52584596010662,23,0,23,2.69767951563042,0.0,2.69767951563042
unknown,vehicle.car,40.27208548376267,16.84843576264367,34,0,34,2.017991490663172,0.0,2.017991490663172
unknown,static_object.traffic_sign,25.45305953943685,0.14318109047968913,13,0,13,90.79411224238515,0.0,90.79411224238515
unknown,vehicle.car,29.334344080807423,11.610783175746844,54,1,55,4.650849058382019,0.08612683441448184,4.736975892796501
unknown,vehicle.car,40.05116296356003,16.616810905845277,127,4,131,7.64286244331789,0.24072007695489417,7.8835825202727845
unknown,vehicle.car,192.41926561510405,18.194560838993702,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,155.8743976779194,13.749995263154549,0,0,0,0.0,0.0,0.0
unknown,vehicle.car,94.56890115754808,12.851833669390134,1,0,1,0.07780990835430363,0.0,0.07780990835430363
